label,dominant frequency,central frequency,kurtosis,RMS,crest factor
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
OC0,0.0,283.13177706686594,17.64713330301266,0.2209314939070481,4.401816974130259
